,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_pos_score,tweet_neu_score,tweet_neg_score
136,CNN,Sen. Richard Shelby: Bipartisan committee must listen to border security experts https://t.co/wKrVZKNIJV https://t.co/EjRzHSAW0o,Sun Feb 03 21:45:07 +0000 2019,0.34,0.167,0.833,0.0
137,CNN,"Aid, assets top opposition priorities as Venezuelan power struggle trudges on https://t.co/dhRC1o4UNY https://t.co/QWPZVGWxb7",Sun Feb 03 21:30:04 +0000 2019,0.0516,0.222,0.633,0.146
138,CNN,Pepsi is one of the biggest sponsors of Super Bowl 53 in Atlanta -- the home of Coca-Cola https://t.co/nvTmRMqYgD https://t.co/THEVsQ15gc,Sun Feb 03 21:15:00 +0000 2019,0.5994,0.17,0.83,0.0
139,CNN,"Pentagon will deploy approximately 3,750 additional US forces to provide more support at southwest border… https://t.co/NEjoEnn8ap",Sun Feb 03 21:06:44 +0000 2019,0.4576,0.166,0.834,0.0
140,BBC News (World),What's happening this week? https://t.co/Vw0u1tcLNQ,Mon Feb 04 01:14:30 +0000 2019,0.0,0.0,1.0,0.0
141,BBC News (World),Brazil dam collapse: The crucial questions https://t.co/hj1wUnD8uO,Mon Feb 04 00:01:15 +0000 2019,-0.4939,0.0,0.652,0.348
142,BBC News (World),21 savage: Rapper 'arrested by US immigration force' https://t.co/Cd3UEwIdoY,Sun Feb 03 21:34:17 +0000 2019,-0.7269,0.0,0.534,0.466
143,BBC News (World),"RT @BBCSport: Kansas City Chiefs quarterback Patrick Mahomes wins the 2018 NFL Most Valuable Player award 👏👏👏

He's the youngest player to…",Sun Feb 03 16:53:53 +0000 2019,0.8969,0.364,0.636,0.0
144,BBC News (World),In pictures: Rodrigo Duterte and Kim Jong-un impersonators cause a stir https://t.co/8aBxIWXJUn,Sun Feb 03 16:38:12 +0000 2019,0.0,0.0,1.0,0.0
145,BBC News (World),"RT @BBCNews: A black cat invaded the pitch at the game between Everton and Wolves — and BBC commentator John Acres did not disappoint 😹⚽

[…",Sun Feb 03 15:49:21 +0000 2019,0.3089,0.089,0.911,0.0
146,BBC News (World),Venezuela crisis: US sending aid 'at Guaidó's request' https://t.co/Toj6fRXP4x,Sun Feb 03 15:09:17 +0000 2019,-0.6249,0.0,0.661,0.339
147,BBC News (World),"It's #SuperBowl Sunday

Watch our episode on how Atlanta is preparing the city for an increase in sex trafficking t… https://t.co/nl7ULTMVeE",Sun Feb 03 15:04:51 +0000 2019,0.3182,0.103,0.897,0.0
148,BBC News (World),No traffic in Addis Ababa as Ethiopia marks Car Free Day https://t.co/FZqr3LXsz5,Sun Feb 03 13:01:22 +0000 2019,0.2732,0.213,0.645,0.142
149,BBC News (World),Yemi Osinbajo helicopter crash: Nigeria's VP thanks crew https://t.co/imhX6LNg4C,Sun Feb 03 12:52:13 +0000 2019,0.0516,0.23,0.556,0.214
150,BBC News (World),Australia weather: Townsville warned as floodgates open https://t.co/Nu9P2G9zSO,Sun Feb 03 12:06:04 +0000 2019,-0.2732,0.0,0.769,0.231
151,BBC News (World),Brooklyn prison: Power and heat failure sparks protest https://t.co/4RpcSLikkp,Sun Feb 03 11:00:16 +0000 2019,-0.8225,0.0,0.411,0.589
152,BBC News (World),World War One grenade among potatoes at Hong Kong crisp factory https://t.co/4VHwkgZJDm,Sun Feb 03 10:17:15 +0000 2019,-0.5994,0.0,0.738,0.262
153,BBC News (World),In Pictures: Pain and ecstasy at the Lagos marathon https://t.co/loRiAm8pMX,Sun Feb 03 10:03:20 +0000 2019,0.1531,0.257,0.526,0.217
154,BBC News (World),Robert Mueller: America's most mysterious public figure https://t.co/VpVFQXsHKH,Sun Feb 03 08:37:05 +0000 2019,0.0,0.0,1.0,0.0
155,BBC News (World),Nauru migrants: Last four children to leave island for US https://t.co/6qUxXzC32c,Sun Feb 03 08:28:30 +0000 2019,-0.0516,0.0,0.893,0.107
156,BBC News (World),Colombia Farc: Dissident leader Rodrigo Cadete killed in military operation https://t.co/N1XDAPdhr3,Sun Feb 03 05:10:31 +0000 2019,-0.6705,0.0,0.69,0.31
157,BBC News (World),Pope Francis to embark on historic visit to UAE https://t.co/RATHxyvGFs,Sun Feb 03 04:20:24 +0000 2019,0.0,0.0,1.0,0.0
158,BBC News (World),US fake university: India protests after students arrested https://t.co/5n1c33ijvV,Sun Feb 03 00:59:57 +0000 2019,-0.7964,0.0,0.426,0.574
159,BBC News (World),"Obituary: Kim Bok-dong, the South Korean 'comfort woman' https://t.co/r3zRXyoAEk",Sun Feb 03 00:02:03 +0000 2019,0.3612,0.238,0.762,0.0
160,CBS News,Maroon 5 kicks off the Pepsi #SuperBowl LIII halftime show with hit “Harder to Breathe.” 🎶 https://t.co/siePGOQKf1 https://t.co/qLOjyUZdXx,Mon Feb 04 01:22:04 +0000 2019,0.0,0.0,1.0,0.0
161,CBS News,Have you ever wondered how the Vince Lombardi Super Bowl trophy makes its way to the field? Here's a look at the tr… https://t.co/Hfvv1vaU48,Mon Feb 04 01:20:00 +0000 2019,0.5994,0.151,0.849,0.0
162,CBS News,"JUST IN: The New England #Patriots lead the Los Angeles #Rams, 3 to 0, as the #SuperBowl halftime show is about to… https://t.co/lfF9scpaVj",Mon Feb 04 01:01:18 +0000 2019,0.0,0.0,1.0,0.0
163,CBS News,"Plane crash kills 2 people, causes damage in Yorba Linda, California https://t.co/lV7FyanIGg https://t.co/slrM4xk5GK",Mon Feb 04 00:39:39 +0000 2019,-0.8555,0.0,0.489,0.511
164,CBS News,"""GOOD LUCK DADDY!"": Los Angeles Rams post sweet video from the players' families wishing them luck ahead of Super B… https://t.co/QQ5s5tvxnS",Mon Feb 04 00:19:47 +0000 2019,0.961,0.565,0.435,0.0
165,CBS News,WATCH: Fiona the Hippo predicts which team will win the Super Bowl. 🏈 https://t.co/Hg3q9R2EOx https://t.co/rEmHjGSh5l,Mon Feb 04 00:00:39 +0000 2019,0.8271,0.355,0.645,0.0
166,CBS News,SUPER BOWL LIII: Rock and Roll Hall of Famer #GladysKnight delivered the Star Spangled Banner to kick off the 2019… https://t.co/pYFLodSTV4,Sun Feb 03 23:44:59 +0000 2019,0.6841,0.188,0.812,0.0
167,CBS News,Super Bowl LIII starts NOW. Follow along with our live updates. 🏈 https://t.co/5IYbrQsDwG https://t.co/OVnI87tc5u,Sun Feb 03 23:30:34 +0000 2019,0.5994,0.218,0.782,0.0
168,CBS News,"RT @CBSSports: Super Bowl LIII is close to kick off. Watch LIVE on any of these devices.

📺: CBS
📱: Download the CBS Sports app 
💻: Tap thi…",Sun Feb 03 23:26:22 +0000 2019,0.5994,0.126,0.874,0.0
169,CBS News,KICK-OFF: Super Bowl LIII starts at 6:30 p.m. ET on CBS. Watch the New England Patriots and Los Angeles Rams face o… https://t.co/PF5Ve3C9wa,Sun Feb 03 23:23:54 +0000 2019,0.5994,0.151,0.849,0.0
170,CBS News,Protests held outside NYC correctional facility with limited heat https://t.co/S1PPGtuU2f https://t.co/wiJfg5514a,Sun Feb 03 23:02:33 +0000 2019,-0.4215,0.0,0.703,0.297
171,CBS News,CBS News poll: Football fans are divided on the use of instant replay https://t.co/HsGeqeoyqB https://t.co/HOo82fKu1j,Sun Feb 03 22:09:36 +0000 2019,0.0,0.0,1.0,0.0
172,CBS News,RT @DavidBegnaud: ‘Spayathon’ is happening today and into next week in Puerto Rico - I spoke with Kitty Block of the @humanesociety about t…,Sun Feb 03 21:59:32 +0000 2019,-0.4404,0.0,0.879,0.121
173,CBS News,Are two of the world's most trusted airlines cutting corners? Concerned mechanics have a warning for passengers. Se… https://t.co/EDBFxYDgZe,Sun Feb 03 21:50:12 +0000 2019,0.0591,0.15,0.665,0.185
174,CBS News,Former MMA fighter facing murder charges escapes from prisoner van at McDonald's https://t.co/rGIZFzwaFw https://t.co/YTbRQUPfvU,Sun Feb 03 21:33:54 +0000 2019,-0.8481,0.138,0.402,0.46
175,CBS News,"JUST IN: ICE arrests rapper 21 Savage, says he has been living illegally in the U.S. for more than a decade… https://t.co/wbNQcf2YmZ",Sun Feb 03 21:12:35 +0000 2019,-0.7096,0.0,0.763,0.237
176,CBS News,The Super Bowl kicks off at 6:30 p.m. ET on CBS. Here's how to watch it: https://t.co/e604jGGLzF https://t.co/Dk7IOtJ5QM,Sun Feb 03 21:09:46 +0000 2019,0.5994,0.187,0.813,0.0
177,CBS News,"RT @FaceTheNation: ""We'll come back if we have to. We have very fast airplanes, we have very good cargo planes,"" @realDonaldTrump told @mar…",Sun Feb 03 20:21:34 +0000 2019,0.4927,0.127,0.873,0.0
178,CBS News,Linda Ronstadt quit performing years ago as Parkinson's disease made singing impossible. But she just released her… https://t.co/X6dOJ9BQSL,Sun Feb 03 19:59:46 +0000 2019,0.0,0.0,1.0,0.0
179,CBS News,"RT @CBSSunday: You know the song, and the neighborhood. @SesameStreet is celebrating its 50th season this year 

Sesame Street's official 8…",Sun Feb 03 19:46:11 +0000 2019,0.5719,0.156,0.844,0.0
180,The New York Times,RT @cegoldbaum: Lights are back at MDC Brooklyn https://t.co/9xM1RtFLh0,Mon Feb 04 01:32:43 +0000 2019,0.0,0.0,1.0,0.0
181,The New York Times,Scenes from the #SuperBowl https://t.co/LBio7bC6hM https://t.co/KXyZe0jlka,Mon Feb 04 01:25:57 +0000 2019,0.0,0.0,1.0,0.0
182,The New York Times,"🏈At halftime, we have the second-lowest score (3-0) in Super Bowl history🏈 https://t.co/LBio7bC6hM",Mon Feb 04 01:19:12 +0000 2019,0.5994,0.245,0.755,0.0
183,The New York Times,About $1 billion a week is spent in the U.S. to deal with preventable work-related musculoskeletal injuries. Here’s… https://t.co/U9LLucpdY5,Mon Feb 04 01:15:08 +0000 2019,0.0,0.0,1.0,0.0
184,The New York Times,RT @NYTSports: Aaaand that concludes the second-lowest-scoring first half in #SuperBowl history. https://t.co/nQqyRTSu1P,Mon Feb 04 01:06:08 +0000 2019,0.0,0.0,1.0,0.0
185,The New York Times,"We're detecting more than a whiff of '90s nostalgia in tonight's #SuperBowl ads: 

- ""The Big Lebowski"" 
- “I Know… https://t.co/O5PgtTcGVr",Mon Feb 04 00:54:03 +0000 2019,0.0,0.0,1.0,0.0
186,The New York Times,"From shrimp and scallop dumplings to steamed whole fish with ginger and sesame, we've got recipes for Lunar and Chi… https://t.co/SFBtNmNWbB",Mon Feb 04 00:33:03 +0000 2019,-0.0772,0.0,0.939,0.061
187,The New York Times,"🏈Super Bowl Update🏈 
Stephen Gostkowski put the Patriots on the board with a 42-yard field goal in the second quart… https://t.co/7qNWz1uwgA",Mon Feb 04 00:31:11 +0000 2019,0.0,0.0,1.0,0.0
188,The New York Times,"The notion that a dip in demand for computer chips could lead to a general downturn evokes memories of 2000, when o… https://t.co/4ZQWDcouCY",Mon Feb 04 00:31:04 +0000 2019,-0.128,0.0,0.93,0.07
189,The New York Times,RT @katierogers: Entertainment provided at Trump’s Palm Beach golf club by Florida Atlantic University https://t.co/ZJM5RXOxku,Mon Feb 04 00:13:36 +0000 2019,0.4215,0.167,0.833,0.0
190,The New York Times,RT @katierogers: It’s Super Bowl Sunday at Trump’s Palm Beach golf club. The halls are lined with signed “Apprentice” posters and magazine…,Mon Feb 04 00:11:36 +0000 2019,0.5994,0.157,0.843,0.0
191,The New York Times,"In Opinion

Leila Salazar-López writes, ""Mr. Bolsonaro’s rise to power will test companies’ promises to be responsi… https://t.co/hSooRIxyBi",Mon Feb 04 00:00:13 +0000 2019,0.3818,0.133,0.867,0.0
192,The New York Times,The rapper 21 Savage had said he hailed from Atlanta but was an “unlawfully present United Kingdom national” who wa… https://t.co/gHvTZ9uYCH,Sun Feb 03 23:49:04 +0000 2019,0.4854,0.205,0.716,0.08
193,The New York Times,"LIVE: Super Bowl analysis and updates

🏈 LA Rams vs. New England Patriots 🏈https://t.co/LBio7bC6hM",Sun Feb 03 23:32:35 +0000 2019,0.5994,0.218,0.782,0.0
194,The New York Times,RT @sapna: Coming up: our third @nytimes Super Bowl ads live briefing! Send me your rants and praise and follow along here. I’ll be talking…,Sun Feb 03 23:26:28 +0000 2019,0.7574,0.243,0.686,0.072
195,The New York Times,After quitting watching football because of “the recent findings about the frequency with which concussions occur a… https://t.co/50FDnO6lyQ,Sun Feb 03 23:15:08 +0000 2019,0.0,0.0,1.0,0.0
196,The New York Times,RT @NYTSports: 25 minutes from kickoff. Brush up on the keys for the Rams and the Patriots tonight in our live #SuperBowl briefing: https:/…,Sun Feb 03 23:09:29 +0000 2019,0.0,0.0,1.0,0.0
197,The New York Times,"The basic egg salad sandwich has iterations all around the world. But at Konbi, a tiny restaurant in Los Angeles, t… https://t.co/Mh2bdo1NPX",Sun Feb 03 23:00:01 +0000 2019,0.0,0.0,1.0,0.0
198,The New York Times,"At 33, Rams coach Sean McVay will be the youngest head coach in Super Bowl history. To put it mildly, the rest of t… https://t.co/yBmQuts3bM",Sun Feb 03 22:45:05 +0000 2019,0.5994,0.14,0.86,0.0
199,The New York Times,"The Skittles musical, performed on Super Bowl Sunday, aims to be excruciatingly self-referential, metatheatrical to… https://t.co/bMTmCCFuvj",Sun Feb 03 22:30:06 +0000 2019,0.0,0.179,0.642,0.179
200,Fox News,"Las Vegas shooting survivors were inside Thousand Oaks bar, friends say https://t.co/nW9TLTON9n",Thu Nov 08 10:30:40 +0000 2018,0.4767,0.22,0.78,0.0
201,Fox News,"UPDATE: At least 11 wounded in shooting at California bar, gunman dead, police say https://t.co/awRowfbeRy",Thu Nov 08 10:24:08 +0000 2018,-0.6486,0.0,0.765,0.235
202,Fox News,Authorities confirm gunman is dead @FoxFriendsFirst https://t.co/PvITYr54AX https://t.co/a2EIH1EWmA,Thu Nov 08 10:16:43 +0000 2018,-0.6486,0.0,0.619,0.381
203,Fox News,Ventura County Sheriff’s Office Captain Garo Kuredjian: “I don’t know what the condition of any of the victims are… https://t.co/96mT27WHZv,Thu Nov 08 10:10:46 +0000 2018,-0.3182,0.0,0.892,0.108
204,Fox News,"At least 11 shot, including sheriff’s deputy — Jonathan Hunt has the latest from the scene of the California shooti… https://t.co/sLzLyMsrn5",Thu Nov 08 10:03:44 +0000 2018,0.0,0.0,1.0,0.0
205,Fox News,Witnesses describe chaotic scene during Thousand Oaks shooting https://t.co/qE8RqKGjz3,Thu Nov 08 09:54:50 +0000 2018,-0.4939,0.0,0.714,0.286
206,Fox News,UPDATE: At least 11 people hurt in California shooting @FoxFriendsFirst https://t.co/PvITYr54AX https://t.co/RGWIkaxF4f,Thu Nov 08 09:46:19 +0000 2018,-0.5267,0.0,0.764,0.236
207,Fox News,"Daniel Hoffman on California shooting: “This still an active shooter scene, and the focus is on dealing with that a… https://t.co/PiwHhe5HuX",Thu Nov 08 09:40:57 +0000 2018,0.4019,0.119,0.881,0.0
208,Fox News,"Former Las Vegas Metro Police Lt. Randy Sutton: “Those who respond to this show incredible bravery, because they ar… https://t.co/idcJJuVRMP",Thu Nov 08 09:31:36 +0000 2018,0.4939,0.144,0.856,0.0
209,Fox News,"Authorities deliver a briefing on a shooting in Thousand Oaks, California. (Courtesy: KCBS) https://t.co/5VGZz3rDIL",Thu Nov 08 09:25:02 +0000 2018,0.0,0.0,1.0,0.0
210,Fox News,"Mass shooting at California bar, @HeatherChilders &amp; @JackieibanezFNC have the latest @FoxFriendsFirst… https://t.co/8c8H5LUFCu",Thu Nov 08 09:18:00 +0000 2018,0.0,0.0,1.0,0.0
211,Fox News,Tesla names Robyn Denholm as Chairman to replace Elon Musk (via @FoxBusiness) https://t.co/SKjBXxUdOD,Thu Nov 08 09:10:00 +0000 2018,0.0,0.0,1.0,0.0
212,Fox News,@marcthiessen: “The president today made very clear that he wants to cut deals with the Democrats. And quite frankl… https://t.co/3eA2dn4vQh,Thu Nov 08 09:01:00 +0000 2018,0.2006,0.126,0.783,0.091
213,Fox News,".@TuckerCarlson: ""While everyone else obsessed over dossiers and FISA warrants, Sessions worried about the mission… https://t.co/LSvnOqZMsq",Thu Nov 08 09:00:00 +0000 2018,-0.4404,0.0,0.782,0.218
214,Fox News,"Wife's dying wish was for him to clean up bloody crime scene, suspect claims: reports https://t.co/7Wxd39jDEB",Thu Nov 08 08:51:00 +0000 2018,-0.4939,0.216,0.44,0.344
215,Fox News,DEVELOPING: Massive police response after reports of shooting at California nightclub https://t.co/awRowfsPJ6,Thu Nov 08 08:41:00 +0000 2018,0.0,0.0,1.0,0.0
216,Fox News,".@senatemajldr Mitch McConnell said Wednesday that Democrats and Republicans will have to address health care ""on a… https://t.co/XxmktKMZ7F",Thu Nov 08 08:31:00 +0000 2018,0.4939,0.158,0.842,0.0
217,Fox News,"Joseph diGenova on who could replace AG Sessions: ""@ChrisChristie would have the full confidence of @POTUS, which i… https://t.co/lt485btkXG",Thu Nov 08 08:21:00 +0000 2018,0.5106,0.155,0.845,0.0
218,Fox News,Dem @GavinNewsom's wild victory party in LA features controversial rapper @common https://t.co/V9SSpxOUH7,Thu Nov 08 08:06:00 +0000 2018,0.2263,0.186,0.69,0.124
219,Fox News,".@jasoninthehouse: “Attorney General @jeffsessions is a patriot. He was a good Republican, and I applaud him for hi… https://t.co/MRia8l8dOM",Thu Nov 08 08:01:00 +0000 2018,0.7096,0.296,0.704,0.0
220,CNN,"Glaciers in the Canadian Arctic have melted enough to reveal land that was hidden for the last 40,000 years or more… https://t.co/JQVptcbNxz",Sun Feb 03 21:00:11 +0000 2019,0.0,0.0,1.0,0.0
221,CNN,Louis C.K. joked about the Parkland shooting. A father whose son was killed hit back. https://t.co/MmwPdOejRZ https://t.co/bWNtNI860t,Sun Feb 03 20:45:06 +0000 2019,-0.4939,0.111,0.673,0.216
222,CNN,"In 2021, you could stay at the world's first space hotel -- provided you have a spare $9.5 million:… https://t.co/48CDwTnJ5f",Sun Feb 03 20:30:00 +0000 2019,0.0,0.0,1.0,0.0
223,CNN,More than 40 mummies discovered at Egypt burial site https://t.co/jVDdjqg4Wr https://t.co/lWiAIG7QrA,Sun Feb 03 20:15:06 +0000 2019,0.0,0.0,1.0,0.0
224,CNN,.@mvp86hinesward is outside Mercedes-Benz Stadium in Atlanta and provides a preview of tonight’s Super Bowl between… https://t.co/tjDfkQ0U8H,Sun Feb 03 20:04:37 +0000 2019,0.5994,0.206,0.794,0.0
225,CNN,"Starting in the first half of this year, Samsung phones, tablets and wearable devices will be packaged in paper, pu… https://t.co/VksVITMgme",Sun Feb 03 20:00:04 +0000 2019,0.0,0.0,1.0,0.0
226,CNN,Ralph Northam aimed to stem resignation calls in his press conference. He failed. https://t.co/wkM5eepXbQ https://t.co/ojOqd2sx4C,Sun Feb 03 19:45:06 +0000 2019,-0.6705,0.0,0.703,0.297
227,CNN,Boeing is making an autonomous air vehicle. That’s right: no pilot https://t.co/l6WHCs7wCp https://t.co/hAOiyjUojO,Sun Feb 03 19:31:00 +0000 2019,-0.296,0.0,0.845,0.155
228,CNN,President Trump said he has not thought about a pardon for Roger Stone. https://t.co/DcwdVoZwaY https://t.co/nUoYd1qrjX,Sun Feb 03 19:15:06 +0000 2019,-0.2411,0.0,0.869,0.131
229,CNN,President Trump says he would send US troops back to Syria should ISIS regain strength. https://t.co/hMPpXz46Wq https://t.co/R14FOHFTTv,Sun Feb 03 19:00:11 +0000 2019,0.4939,0.167,0.833,0.0
230,CNN,A mild traumatic brain injury -- such as from a car crash or violent assault -- may be linked to a higher risk of P… https://t.co/NNeNFqB5qI,Sun Feb 03 18:45:06 +0000 2019,-0.9584,0.0,0.472,0.528
231,CNN,"After one woman paid for hotel rooms for homeless people in Chicago during the  polar vortex, an army of strangers… https://t.co/bs73HWpnMf",Sun Feb 03 18:30:11 +0000 2019,0.0,0.0,1.0,0.0
232,CNN,"The US Navy performed its first all-female flyover to honor Captain Rosemary Mariner, the first woman to fly a tact… https://t.co/xebtnQrMl5",Sun Feb 03 18:15:00 +0000 2019,0.4939,0.144,0.856,0.0
233,CNN,Our politicians should be allowed to evolve | By Dean Obeidallah for @CNNOpinion https://t.co/OWfYJRuRMd https://t.co/ujk2EWqT7T,Sun Feb 03 18:00:15 +0000 2019,0.0,0.0,1.0,0.0
234,CNN,The argument over coffee's health impact dates back centuries. Here's a look at coffee's controversial history and… https://t.co/KXrjvZTWVY,Sun Feb 03 17:45:00 +0000 2019,-0.5106,0.0,0.777,0.223
235,CNN,The Washington Post will air a commercial during the Super Bowl paying tribute to the importance of journalism and… https://t.co/XrOTgJfceK,Sun Feb 03 17:30:06 +0000 2019,0.7506,0.274,0.726,0.0
236,CNN,"America, don't abandon Afghanistan again | By Abdul Rahman Rahmani and Jason Criss Howk for @CNNOpinion… https://t.co/y9ibKZdYu1",Sun Feb 03 17:15:09 +0000 2019,0.3412,0.138,0.862,0.0
237,CNN,"Punxsutawney Phil emerged from his burrow at Gobbler’s Knob in Pennsylvania and did not see his shadow, predicting… https://t.co/9IPBWQzmcG",Sun Feb 03 17:00:00 +0000 2019,0.0,0.0,1.0,0.0
238,CNN,Trump says use of military force in Venezuela is still on the table https://t.co/NX4spYpaKR https://t.co/44uUyU1BSh,Sun Feb 03 16:45:06 +0000 2019,0.0,0.0,1.0,0.0
239,CNN,McAuliffe predicts Northam 'will do the right thing' https://t.co/qN3OHyhMxR https://t.co/vYoA4FcPpU,Sun Feb 03 16:30:07 +0000 2019,0.0,0.0,1.0,0.0
240,BBC News (World),Central African Republic agrees peace deal with rebel groups https://t.co/k5Zcfj3fYh,Sat Feb 02 22:52:35 +0000 2019,0.5719,0.381,0.504,0.115
241,BBC News (World),Venezuela crisis: Why US sanctions on will hurt https://t.co/SaXbzjFBXw,Sat Feb 02 18:24:47 +0000 2019,-0.8176,0.0,0.483,0.517
242,BBC News (World),Egypt mummies: New tombs found in Minya https://t.co/7kN9V3c2rX,Sat Feb 02 17:07:57 +0000 2019,0.0,0.0,1.0,0.0
243,BBC News (World),"#GroundhogDay

The moment groundhog Punxsutawney Phil ""predicted"" an early spring in Pennsylvania today https://t.co/ldb7z9rjhF",Sat Feb 02 15:38:36 +0000 2019,0.0,0.0,1.0,0.0
244,BBC News (World),Virginia Governor Ralph Northam urged to quit over racist yearbook photo https://t.co/OjMYXOlzTl,Sat Feb 02 15:35:36 +0000 2019,-0.6124,0.0,0.733,0.267
245,BBC News (World),Syria war: Aleppo building collapse kills 11 https://t.co/3C0YcHvBwu,Sat Feb 02 15:33:17 +0000 2019,-0.891,0.0,0.321,0.679
246,BBC News (World),Leopard cub found in passenger's luggage at Indian airport https://t.co/D0WeqLZqNP,Sat Feb 02 14:10:38 +0000 2019,0.0,0.0,1.0,0.0
247,BBC News (World),Yellow-vest protests: French demonstrators condemn police violence https://t.co/YQZB81jvvV,Sat Feb 02 13:49:52 +0000 2019,-0.8225,0.0,0.368,0.632
248,BBC News (World),"Will Take a Knee find its place at the #superbowl? 

[Tap to expand] https://t.co/UkzpJ9jLUR https://t.co/E6bZiOQc1H",Sat Feb 02 13:09:23 +0000 2019,0.0,0.0,1.0,0.0
249,BBC News (World),"Explore one of Venezuela’s most notorious prisons with our immersive guide

https://t.co/Cpi4e1PLyT https://t.co/cxc7KiKvdk",Sat Feb 02 12:54:49 +0000 2019,-0.4927,0.0,0.79,0.21
250,BBC News (World),Ivory Coast ex-President Gbagbo to go to Belgium after ICC acquittal https://t.co/vAvEPAclxr,Sat Feb 02 12:34:12 +0000 2019,0.0,0.0,1.0,0.0
251,BBC News (World),Colin Kaepernick mural demolished on Super Bowl weekend https://t.co/SErAlQBghU,Sat Feb 02 12:28:56 +0000 2019,0.5994,0.328,0.672,0.0
252,BBC News (World),"Australia weather: Monsoon rains cause floods in Queensland, forcing people (and pets) to evacuate

[Tap to expand]… https://t.co/Cng3aWq2LE",Sat Feb 02 12:11:36 +0000 2019,0.0,0.0,1.0,0.0
253,BBC News (World),"RT @BBCAfrica: Many women in Madagascar's prisons have been accused of being accomplices in crimes committed by husbands, sons or brothers.…",Sat Feb 02 11:21:18 +0000 2019,-0.0258,0.09,0.815,0.094
254,BBC News (World),"RT @BBCNews: Meghan, the Duchess of Sussex, writes personal messages of love on bananas for street sex workers to find in their food parcel…",Sat Feb 02 11:20:39 +0000 2019,0.6369,0.154,0.846,0.0
255,BBC News (World),"The deaths of four rugby players in France have sparked calls for reforms to make the game safer 

[Tap to expand]… https://t.co/Hc6GPKHz5f",Sat Feb 02 11:08:14 +0000 2019,0.4215,0.118,0.882,0.0
256,BBC News (World),Venezuela crisis: Juan Guaidó plans major nationwide protests https://t.co/U8g1ST0wwI,Sat Feb 02 11:04:18 +0000 2019,-0.7184,0.0,0.538,0.462
257,BBC News (World),"Rise (and fall) of the machines? 🤖

Researchers have created a robot that can play Jenga 

[Tap to expand]… https://t.co/jSoRPKPHVG",Sat Feb 02 10:21:10 +0000 2019,0.5267,0.196,0.804,0.0
258,BBC News (World),Irish Ferries ordered to pay compensation over cancellations https://t.co/oeP4DBQB1q,Sat Feb 02 10:17:48 +0000 2019,-0.1027,0.0,0.851,0.149
259,BBC News (World),INF nuclear treaty: Russia follows US in leaving pact https://t.co/05PZXpo0vS,Sat Feb 02 09:54:48 +0000 2019,0.0,0.0,1.0,0.0
260,CBS News,CBS News poll says most Americans do not want Preident Trump to declare a national emergency over border wall fundi… https://t.co/oo2SbnBZ7S,Sun Feb 03 19:19:34 +0000 2019,-0.4257,0.0,0.825,0.175
261,CBS News,"RT @CBSThisMorning: As @MsGladysKnight finishes singing the national anthem at the #SuperBowl, the @USAirForce @AFThunderbirds will roar ov…",Sun Feb 03 19:00:22 +0000 2019,0.0,0.0,1.0,0.0
262,CBS News,The Super Bowl airs tonight on CBS at 6:30 p.m. ET. Follow all our pregame coverage here: https://t.co/NXj0hTJGj1 https://t.co/wGAUQI91Cq,Sun Feb 03 18:59:42 +0000 2019,0.5994,0.178,0.822,0.0
263,CBS News,Peanut allergies could soon be a thing of the past https://t.co/II4KJmwNKf https://t.co/r8amZ4tQnf,Sun Feb 03 18:39:53 +0000 2019,0.0,0.0,1.0,0.0
264,CBS News,"President Trump calls football ""dangerous"" and says he'd have a ""hard time"" letting son Barron play… https://t.co/SqefWyrFCg",Sun Feb 03 18:20:01 +0000 2019,-0.1027,0.0,0.915,0.085
265,CBS News,RT @CBSThisMorning: SUPER CITY SHOWDOWN: #Patriots and #Rams supporters think their team has what it takes to win the #SuperBowl. But how d…,Sun Feb 03 18:08:32 +0000 2019,0.7324,0.264,0.736,0.0
266,CBS News,Read the full transcript of President Trump's interview with @margbrennan on @FaceTheNation https://t.co/a4Tz7zByB8 https://t.co/oyMosz43s4,Sun Feb 03 17:39:43 +0000 2019,0.0,0.0,1.0,0.0
267,CBS News,CBS News poll asks footballf fans for their call on how instant replay should be used https://t.co/8OhWRSmt02 https://t.co/A24acxhdt6,Sun Feb 03 17:19:39 +0000 2019,0.0,0.0,1.0,0.0
268,CBS News,RT @FaceTheNation: .@JBsportscaster breaks down the controversial no-call in the Saints-Rams game. He says the debate over using instant re…,Sun Feb 03 17:01:44 +0000 2019,-0.2023,0.0,0.913,0.087
269,CBS News,"RT @FaceTheNation: When asked if he would make special counsel Robert Mueller’s report public, @realDonaldTrump says “that’s up to the atto…",Sun Feb 03 16:48:02 +0000 2019,0.4019,0.119,0.881,0.0
270,CBS News,"RT @FaceTheNation: On whether he would let his son Barron play football, @realDonaldTrump says, “If he wanted to? Yes. Would I steer him th…",Sun Feb 03 16:18:16 +0000 2019,0.6249,0.195,0.805,0.0
271,CBS News,"RT @FaceTheNation: “I have intel people, but that doesn’t mean I have to agree,” @realDonaldTrump says about his intelligence chiefs’ asses…",Sun Feb 03 16:02:36 +0000 2019,0.631,0.179,0.821,0.0
272,CBS News,"RT @FaceTheNation: President Trump says he likes having Acting Secretaries in his Cabinet because, “It's easier to make moves when they're…",Sun Feb 03 15:51:22 +0000 2019,0.6808,0.228,0.772,0.0
